ASMT_ID,EFF_METAID,SITE_ID,SITE_PID,METHOD,SUBMITYEAR,ASMT_YEAR,VERIF_EFF,ASMT_URL,INFO_URL,GOV_ACT,GOV_ASMT,DP_BIO,DP_OTHER,MGMT_OBSET,MGMT_OBMAN,MGMT_ADAPT,MGMT_STAFF,MGMT_BUDGT,MGMT_THRTS,MGMT_MON,OUT_BIO
12128,28,818,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
31074,27,818,,Integrated Management Effectiveness Tool (IMET),2016,2016,,Not Reported,,,,,,,,,,,,,
31075,27,818,,Integrated Management Effectiveness Tool (IMET),2019,2019,,Not Reported,,,,,,,,,,,,,
20637,28,838,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
20662,28,839,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
35781,28,839,,Management Effectiveness Tracking Tool (METT),2014,2014,,Not Reported,,,,,,,,,,,,,
35776,28,840,,Management Effectiveness Tracking Tool (METT),2015,2015,,Not Reported,,,,,,,,,,,,,
9793,23,851,,European Diploma,1998,1998,,Not Reported,,,,,,,,,,,,,
12604,28,860,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2005,2005,,Not Reported,,,,,,,,,,,,,
12682,28,861,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2006,2006,,Not Reported,,,,,,,,,,,,,
12704,28,861,,European Diploma,2008,2008,,Not Reported,,,,,,,,,,,,,
12706,28,861,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
12707,28,861,,Protected Area Network (PAN) Parks Europe,2004,2004,,Not Reported,,,,,,,,,,,,,
12708,28,861,,Protected Area Network (PAN) Parks Europe,2005,2005,,Not Reported,,,,,,,,,,,,,
12709,28,861,,Protected Area Network (PAN) Parks Europe,2006,2006,,Not Reported,,,,,,,,,,,,,
12710,28,861,,Protected Area Network (PAN) Parks Europe,2007,2007,,Not Reported,,,,,,,,,,,,,
28199,28,861,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
28203,28,861,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
15108,28,862,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2013,2013,,Not Reported,,,,,,,,,,,,,
15111,28,863,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
15112,28,863,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
10640,27,865,,Integrated Management Effectiveness Tool (IMET),2016,2016,,Not Reported,,,,,,,,,,,,,
13083,28,865,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2009,2009,,Not Reported,,,,,,,,,,,,,
13084,28,865,,Enhancing Our Heritage,2009,2009,,Not Reported,,,,,,,,,,,,,
13089,28,865,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
10634,27,866,,Integrated Management Effectiveness Tool (IMET),2016,2016,,Not Reported,,,,,,,,,,,,,
13067,28,866,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2009,2009,,Not Reported,,,,,,,,,,,,,
13088,28,866,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
31080,27,866,,Integrated Management Effectiveness Tool (IMET),2020,2020,,Not Reported,,,,,,,,,,,,,
10641,27,867,,Integrated Management Effectiveness Tool (IMET),2016,2016,,Not Reported,,,,,,,,,,,,,
31078,27,867,,Integrated Management Effectiveness Tool (IMET),2020,2020,,Not Reported,,,,,,,,,,,,,
13079,28,869,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2009,2009,,Not Reported,,,,,,,,,,,,,
13080,28,869,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2011,2011,,Not Reported,,,,,,,,,,,,,
13081,28,869,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
31077,27,869,,Integrated Management Effectiveness Tool (IMET),2020,2020,,Not Reported,,,,,,,,,,,,,
13087,28,870,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
21433,28,873,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21434,28,873,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21435,28,873,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
29675,51,873,,Modified Threat Reduction Assessment (MTRA),2004,2004,,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2008.01030.x,,,,,,,,,,,,,
29676,52,873,,Modified Threat Reduction Assessment (MTRA),2017,2017,,https://koedoe.co.za/index.php/koedoe/article/view/1530/2242,,,,,,,,,,,,,
30042,70,873,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30043,70,873,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30044,70,873,,Management Effectiveness Tracking Tool South Africa (METT-SA),2018,2018,,Not Reported,,,,,,,,,,,,,
30045,70,873,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36075,28,873,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21382,28,874,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21383,28,874,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
21384,28,874,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2008,2008,,Not Reported,,,,,,,,,,,,,
30046,70,874,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30047,70,874,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30048,70,874,,Management Effectiveness Tracking Tool South Africa (METT-SA),2018,2018,,Not Reported,,,,,,,,,,,,,
30049,70,874,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36066,28,874,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21107,28,875,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21108,28,875,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
21109,28,875,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21110,28,875,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
30050,70,875,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30051,70,875,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30052,70,875,,Management Effectiveness Tracking Tool South Africa (METT-SA),2018,2018,,Not Reported,,,,,,,,,,,,,
30053,70,875,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
21400,28,876,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21401,28,876,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21402,28,876,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
21403,28,876,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
30054,70,876,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30055,70,876,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30056,70,876,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36069,28,876,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21560,28,877,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21561,28,877,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21562,28,877,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
30057,70,877,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30058,70,877,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30059,70,877,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36100,28,877,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
36101,28,877,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
36102,28,877,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
21134,28,878,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21135,28,878,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21136,28,878,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
30060,70,878,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30061,70,878,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30062,70,878,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36039,28,878,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21299,28,879,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21300,28,879,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21301,28,879,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
21302,28,879,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2006,2006,,Not Reported,,,,,,,,,,,,,
30063,70,879,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30064,70,879,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30065,70,879,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36060,28,879,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21286,28,881,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21287,28,881,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
21288,28,881,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21289,28,881,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
21750,28,881,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
21751,28,881,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
30066,70,881,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30067,70,881,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30068,70,881,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
34474,28,881,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
36059,28,881,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
21179,28,882,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
21180,28,882,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
21181,28,882,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
30069,70,882,,Management Effectiveness Tracking Tool South Africa (METT-SA),2015,2015,,Not Reported,,,,,,,,,,,,,
30070,70,882,,Management Effectiveness Tracking Tool South Africa (METT-SA),2017,2017,,Not Reported,,,,,,,,,,,,,
30071,70,882,,Management Effectiveness Tracking Tool South Africa (METT-SA),2019,2019,,Not Reported,,,,,,,,,,,,,
36043,28,882,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
12089,28,883,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
12100,28,883,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
12102,28,883,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2013,2013,,Not Reported,,,,,,,,,,,,,
12104,28,883,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
34426,28,883,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
12087,28,884,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
35686,28,884,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
35687,28,884,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
35690,28,884,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
12108,28,885,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
12109,28,885,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
12110,28,885,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
35692,28,885,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
12116,28,887,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
12117,28,887,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
35693,28,887,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
35694,28,887,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
35695,28,887,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
14552,28,890,,Wetland tracking tool,2005,2005,,Not Reported,,,,,,,,,,,,,
14549,28,893,,European Diploma,1985,1985,,Not Reported,,,,,,,,,,,,,
15118,28,903,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
14653,28,905,,European Diploma,1988,1988,,Not Reported,,,,,,,,,,,,,
22194,28,905,,European Diploma,1967,1967,,Not Reported,,,,,,,,,,,,,
22195,28,906,,European Diploma,1967,1967,,Not Reported,,,,,,,,,,,,,
22197,37,915,,Switzerland Management Effectiveness Evaluation - Annual Report,2017,2017,,Not Reported,,,,,,,,,,,,,
13683,28,916,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
13645,28,917,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
13646,28,917,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
13647,28,917,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2002,2002,,Not Reported,,,,,,,,,,,,,
13648,28,917,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
13608,28,918,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
13537,28,919,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2002,2002,,Not Reported,,,,,,,,,,,,,
13538,28,919,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
13539,28,919,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
13694,28,920,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2011,2011,,Not Reported,,,,,,,,,,,,,
13406,28,921,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2005,2005,,Not Reported,,,,,,,,,,,,,
13473,28,924,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2002,2002,,Not Reported,,,,,,,,,,,,,
13339,28,925,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2002,2002,,Not Reported,,,,,,,,,,,,,
13262,28,927,,Association of Southeast Asian Nations Management Effectiveness Evaluation (ASEAN MEE),2012,2012,,Not Reported,,,,,,,,,,,,,
13263,28,927,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
35904,28,928,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
13287,28,929,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
13280,28,931,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
13250,28,935,,Management Effectiveness Tracking Tool (METT),2008,2008,,Not Reported,,,,,,,,,,,,,
13257,28,938,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
13258,28,938,,Management Effectiveness Tracking Tool (METT),2008,2008,,Not Reported,,,,,,,,,,,,,
13259,28,940,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2007,2007,,Not Reported,,,,,,,,,,,,,
28114,28,941,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
34478,28,941,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
13764,28,956,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
13751,28,958,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
13752,28,958,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
13890,28,969,,United States of America State of Parks (USA SOP),2003,2003,,Not Reported,,,,,,,,,,,,,
13891,28,971,,United States of America State of Parks (USA SOP),2006,2006,,Not Reported,,,,,,,,,,,,,
13870,28,976,,United States of America State of Parks (USA SOP),2003,2003,,Not Reported,,,,,,,,,,,,,
13906,28,977,,United States of America State of Parks (USA SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
13877,28,982,,United States of America State of Parks (USA SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
13935,28,984,,United States of America State of Parks (USA SOP),2002,2002,,Not Reported,,,,,,,,,,,,,
13940,28,989,,United States of America State of Parks (USA SOP),2003,2003,,Not Reported,,,,,,,,,,,,,
13949,28,991,,United States of America State of Parks (USA SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
13931,28,994,,United States of America State of Parks (USA SOP),2008,2008,,Not Reported,,,,,,,,,,,,,
13875,28,1000,,United States of America State of Parks (USA SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
13896,28,1010,,United States of America State of Parks (USA SOP),2008,2008,,Not Reported,,,,,,,,,,,,,
13874,28,1024,,United States of America State of Parks (USA SOP),2006,2006,,Not Reported,,,,,,,,,,,,,
13886,28,1033,,United States of America State of Parks (USA SOP),2008,2008,,Not Reported,,,,,,,,,,,,,
10618,27,1048,,Integrated Management Effectiveness Tool (IMET),2016,2016,,Not Reported,,,,,,,,,,,,,
30975,27,1049,,Integrated Management Effectiveness Tool (IMET),2021,2021,,Not Reported,,,,,,,,,,,,,
34563,28,1049,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
34564,28,1049,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
11958,28,1050,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
13150,28,1053,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2009,2009,,Not Reported,,,,,,,,,,,,,
13168,28,1053,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
35858,28,1053,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
9351,19,1054,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
9370,19,1054,,Management Effectiveness Tracking Tool (METT),2014,2014,,Not Reported,,,,,,,,,,,,,
9389,19,1054,,Management Effectiveness Tracking Tool (METT),2016,2016,,Not Reported,,,,,,,,,,,,,
9352,19,1058,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
9371,19,1058,,Management Effectiveness Tracking Tool (METT),2014,2014,,Not Reported,,,,,,,,,,,,,
9390,19,1058,,Management Effectiveness Tracking Tool (METT),2016,2016,,Not Reported,,,,,,,,,,,,,
35388,28,1058,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
28184,28,1059,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
28202,28,1059,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
13941,28,1066,,United States of America State of Parks (USA SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
13929,28,1067,,United States of America State of Parks (USA SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
13930,28,1068,,United States of America State of Parks (USA SOP),2002,2002,,Not Reported,,,,,,,,,,,,,
13869,28,1072,,United States of America State of Parks (USA SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
13904,28,1077,,United States of America State of Parks (USA SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
11203,28,1079,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11204,28,1079,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
11181,28,1080,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11182,28,1080,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
35025,28,1080,,Management Effectiveness Tracking Tool (METT),2008,2008,,Not Reported,,,,,,,,,,,,,
11169,28,1082,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
11170,28,1082,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
11171,28,1082,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11172,28,1082,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
11173,28,1082,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
31023,27,1082,,Integrated Management Effectiveness Tool (IMET),2014,2014,,Not Reported,,,,,,,,,,,,,
31024,27,1082,,Integrated Management Effectiveness Tool (IMET),2017,2017,,Not Reported,,,,,,,,,,,,,
31025,27,1082,,Integrated Management Effectiveness Tool (IMET),2018,2018,,Not Reported,,,,,,,,,,,,,
34417,28,1082,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
11157,28,1083,,Management Effectiveness Tracking Tool (METT),2007,2007,,Not Reported,,,,,,,,,,,,,
11158,28,1083,,Management Effectiveness Tracking Tool (METT),2008,2008,,Not Reported,,,,,,,,,,,,,
11159,28,1083,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
11160,28,1083,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
11161,28,1083,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11162,28,1083,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
11163,28,1083,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
31011,27,1083,,Integrated Management Effectiveness Tool (IMET),2019,2019,,Not Reported,,,,,,,,,,,,,
11176,28,1084,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11177,28,1084,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2010,2010,,Not Reported,,,,,,,,,,,,,
31014,27,1084,,Integrated Management Effectiveness Tool (IMET),2015,2015,,Not Reported,,,,,,,,,,,,,
14232,28,1085,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
14233,28,1085,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
14234,28,1085,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
14235,28,1085,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
14236,28,1085,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
14238,28,1085,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
36104,28,1085,,Management Effectiveness Tracking Tool (METT),2013,2013,,Not Reported,,,,,,,,,,,,,
14262,28,1086,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
14263,28,1086,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
14275,28,1086,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
14276,28,1086,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
14277,28,1086,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
14278,28,1086,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
14274,28,1087,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
14269,28,1088,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
14270,28,1088,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
14271,28,1088,,Management Effectiveness Tracking Tool (METT),2009,2009,,Not Reported,,,,,,,,,,,,,
14272,28,1088,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
14246,28,1089,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2001,2001,,Not Reported,,,,,,,,,,,,,
14247,28,1089,,Management Effectiveness Tracking Tool (METT),2004,2004,,Not Reported,,,,,,,,,,,,,
