evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
4306,137136,GBR,Common Standards Monitoring,2013,Not Reported,18,Toddbrook Reservoir,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4307,137152,GBR,Common Standards Monitoring,2013,Not Reported,18,Poole's Cavern and Grin Low Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4308,140079,GBR,Common Standards Monitoring,2013,Not Reported,18,Black Firs & Cranberry Bog,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4309,140091,GBR,Common Standards Monitoring,2013,Not Reported,18,Blithfield Reservoir,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4310,140102,GBR,Common Standards Monitoring,2013,Not Reported,18,Braken Hurst,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4311,140551,GBR,Common Standards Monitoring,2013,Not Reported,18,Caldon Low,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4312,140567,GBR,Common Standards Monitoring,2013,Not Reported,18,Cannock Chase,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4313,140780,GBR,Common Standards Monitoring,2013,Not Reported,18,Calke Park,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4314,136817,GBR,Common Standards Monitoring,2013,Not Reported,18,Leigh Brook Valley,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4315,140353,GBR,Common Standards Monitoring,2013,Not Reported,18,Aston Ingham Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4316,140365,GBR,Common Standards Monitoring,2013,Not Reported,18,Birch Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4317,137975,GBR,Common Standards Monitoring,2013,Not Reported,18,Minchinhampton Common,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4318,140375,GBR,Common Standards Monitoring,2013,Not Reported,18,Broadway Hill,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4319,140581,GBR,Common Standards Monitoring,2013,Not Reported,18,Cauldon Railway Cutting,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4320,137911,GBR,Common Standards Monitoring,2013,Not Reported,18,Chartley Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4321,136214,GBR,Common Standards Monitoring,2013,Not Reported,18,Checkhill Bogs,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4322,140401,GBR,Common Standards Monitoring,2013,Not Reported,18,Burrington Sections,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4323,140424,GBR,Common Standards Monitoring,2013,Not Reported,18,Coughton Wood and Marsh,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4324,140436,GBR,Common Standards Monitoring,2013,Not Reported,18,Great Doward,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4325,140878,GBR,Common Standards Monitoring,2013,Not Reported,18,Clee Hill Quarries,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4326,141062,GBR,Common Standards Monitoring,2013,Not Reported,18,Dimmings Dale & The Ranger,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4327,136300,GBR,Common Standards Monitoring,2013,Not Reported,18,Forest Banks,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4328,136382,GBR,Common Standards Monitoring,2013,Not Reported,18,Loynton Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4329,137992,GBR,Common Standards Monitoring,2013,Not Reported,18,Nagshead,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4330,136340,GBR,Common Standards Monitoring,2013,Not Reported,18,Goat Lodge,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4331,140880,GBR,Common Standards Monitoring,2013,Not Reported,18,Buildwas Sand Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4332,136802,GBR,Common Standards Monitoring,2013,Not Reported,18,Woodshuts Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4333,136370,GBR,Common Standards Monitoring,2013,Not Reported,18,Kinver Edge,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4334,136825,GBR,Common Standards Monitoring,2013,Not Reported,18,Eastnor Park,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4335,136423,GBR,Common Standards Monitoring,2013,Not Reported,18,Maer Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4336,138112,GBR,Common Standards Monitoring,2013,Not Reported,18,Mottey Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4337,137122,GBR,Common Standards Monitoring,2013,Not Reported,18,Combe Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4338,137141,GBR,Common Standards Monitoring,2013,Not Reported,18,Copmill Hill,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4339,136476,GBR,Common Standards Monitoring,2013,Not Reported,18,Stafford Brook,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4340,136737,GBR,Common Standards Monitoring,2013,Not Reported,18,Hurcott and Podmore Pools,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4341,136748,GBR,Common Standards Monitoring,2013,Not Reported,18,Lea & Pagets Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4342,137149,GBR,Common Standards Monitoring,2013,Not Reported,18,Cross Hands Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4343,137999,GBR,Common Standards Monitoring,2013,Not Reported,18,Upper Severn Estuary,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4344,136766,GBR,Common Standards Monitoring,2013,Not Reported,18,Little Hill,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4345,146251,GBR,Common Standards Monitoring,2013,Not Reported,18,The Wye Valley,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4346,136743,GBR,Common Standards Monitoring,2013,Not Reported,18,Friezeland Grassland,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4347,136828,GBR,Common Standards Monitoring,2013,Not Reported,18,Swanpool Wood and Furnace Grove,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4348,136924,GBR,Common Standards Monitoring,2013,Not Reported,18,Swineholes Wood and Blackheath,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4349,136940,GBR,Common Standards Monitoring,2013,Not Reported,18,King's and Hargreaves Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4350,136948,GBR,Common Standards Monitoring,2013,Not Reported,18,Doxey and Tillington Marshes,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4351,137539,GBR,Common Standards Monitoring,2013,Not Reported,18,Haresfield Beacon,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4352,136963,GBR,Common Standards Monitoring,2013,Not Reported,18,"Old River Dove, Marston On Dove",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4353,137545,GBR,Common Standards Monitoring,2013,Not Reported,18,"The Mere, Mere",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4354,137563,GBR,Common Standards Monitoring,2013,Not Reported,18,Risley Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4355,137674,GBR,Common Standards Monitoring,2013,Not Reported,18,Kingsbury Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4356,137678,GBR,Common Standards Monitoring,2013,Not Reported,18,Knavenhill Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4357,137708,GBR,Common Standards Monitoring,2013,Not Reported,18,Long Itchington & Ufton Woods,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4358,136975,GBR,Common Standards Monitoring,2013,Not Reported,18,Ufton Fields,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4359,137024,GBR,Common Standards Monitoring,2013,Not Reported,18,Bannam's Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4360,137066,GBR,Common Standards Monitoring,2013,Not Reported,18,Brandon Marsh,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4361,138261,GBR,Common Standards Monitoring,2013,Not Reported,18,Doe Lea Stream Section,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4362,138254,GBR,Common Standards Monitoring,2013,Not Reported,18,Blodwel Marsh,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4363,138263,GBR,Common Standards Monitoring,2013,Not Reported,18,Wellington Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4364,136761,GBR,Common Standards Monitoring,2013,Not Reported,18,Gamston & Eaton Woods & Roadside Verges,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4365,137108,GBR,Common Standards Monitoring,2013,Not Reported,18,Coleshill and Bannerly Pools,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4366,137158,GBR,Common Standards Monitoring,2013,Not Reported,18,Draycote Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4367,137170,GBR,Common Standards Monitoring,2013,Not Reported,18,Harbury Railway Cutting,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4368,137466,GBR,Common Standards Monitoring,2013,Not Reported,18,Illing's Trenches,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4369,137478,GBR,Common Standards Monitoring,2013,Not Reported,18,Waterswallow's Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4370,136329,GBR,Common Standards Monitoring,2013,Not Reported,18,Seal Sands,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4371,137484,GBR,Common Standards Monitoring,2013,Not Reported,18,Strawberry Banks,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4372,137494,GBR,Common Standards Monitoring,2013,Not Reported,18,Monkspath Meadow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4373,137509,GBR,Common Standards Monitoring,2013,Not Reported,18,River Blythe,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4374,137750,GBR,Common Standards Monitoring,2013,Not Reported,18,Middleton Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4375,137754,GBR,Common Standards Monitoring,2013,Not Reported,18,Napton Hill Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4376,137770,GBR,Common Standards Monitoring,2013,Not Reported,18,Oxhouse Farm,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4377,137825,GBR,Common Standards Monitoring,2013,Not Reported,18,Ryton Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4378,137828,GBR,Common Standards Monitoring,2013,Not Reported,18,Shrewley Canal Cutting,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4379,137843,GBR,Common Standards Monitoring,2013,Not Reported,18,Snitterfield and Bearley Bushes,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4380,183416,GBR,Common Standards Monitoring,2013,Not Reported,18,Berrington Pool,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4381,138296,GBR,Common Standards Monitoring,2013,Not Reported,18,Lineover Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4382,138320,GBR,Common Standards Monitoring,2013,Not Reported,18,Easter Park Farm Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4383,138330,GBR,Common Standards Monitoring,2013,Not Reported,18,Mortimer Forest,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4384,138434,GBR,Common Standards Monitoring,2013,Not Reported,18,Wolston Gravel Pit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4385,137902,GBR,Common Standards Monitoring,2013,Not Reported,18,Stockton Railway Cutting and Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4386,138441,GBR,Common Standards Monitoring,2013,Not Reported,18,Woodlands Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4387,136334,GBR,Common Standards Monitoring,2013,Not Reported,18,Seaton Dunes and Common,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4388,137916,GBR,Common Standards Monitoring,2013,Not Reported,18,Whichford Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4389,137937,GBR,Common Standards Monitoring,2013,Not Reported,18,Wolford Wood and Old Covert,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4390,136352,GBR,Common Standards Monitoring,2013,Not Reported,18,South Gare & Coatham Sands,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4391,135715,GBR,Common Standards Monitoring,2013,Not Reported,18,Avondale,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4392,138458,GBR,Common Standards Monitoring,2013,Not Reported,18,Wilmcote Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4393,138464,GBR,Common Standards Monitoring,2013,Not Reported,18,Allscott Settling Ponds,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4394,138591,GBR,Common Standards Monitoring,2013,Not Reported,18,Comley Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4395,138604,GBR,Common Standards Monitoring,2013,Not Reported,18,Cuckoopen Coppice,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4396,137948,GBR,Common Standards Monitoring,2013,Not Reported,18,Eymore Railway Cutting,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4397,138482,GBR,Common Standards Monitoring,2013,Not Reported,18,Cole Mere,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4398,138500,GBR,Common Standards Monitoring,2013,Not Reported,18,"Bomere, Shomere and Betton Pools",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4399,138512,GBR,Common Standards Monitoring,2013,Not Reported,18,Brown Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4400,138516,GBR,Common Standards Monitoring,2013,Not Reported,18,Catherton Common,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4401,138714,GBR,Common Standards Monitoring,2013,Not Reported,18,Harrington Hall Sand Pit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4402,138558,GBR,Common Standards Monitoring,2013,Not Reported,18,Clarepool Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4403,136378,GBR,Common Standards Monitoring,2013,Not Reported,18,Boulby Quarries,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4404,140088,GBR,Common Standards Monitoring,2013,Not Reported,18,Bowness Common,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4405,138648,GBR,Common Standards Monitoring,2013,Not Reported,18,Granham's Moor Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4406,138703,GBR,Common Standards Monitoring,2013,Not Reported,18,Hope Bowdler Outcrops,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4407,140293,GBR,Common Standards Monitoring,2013,Not Reported,18,Fenemere,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4408,136837,GBR,Common Standards Monitoring,2013,Not Reported,18,Linton Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4409,140095,GBR,Common Standards Monitoring,2013,Not Reported,18,Bath Pasture,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4410,183421,GBR,Common Standards Monitoring,2013,Not Reported,18,Llanymynech & Llynclys Hills,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4411,136896,GBR,Common Standards Monitoring,2013,Not Reported,18,"Long Meadow, Thorn",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4412,136908,GBR,Common Standards Monitoring,2013,Not Reported,18,Bittell Reservoirs,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4413,140107,GBR,Common Standards Monitoring,2013,Not Reported,18,Butterburn Flow,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4414,140128,GBR,Common Standards Monitoring,2013,Not Reported,18,Buttermere,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4415,140082,GBR,Common Standards Monitoring,2013,Not Reported,18,Baswich Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4416,140983,GBR,Common Standards Monitoring,2013,Not Reported,18,Sherbourne Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4417,140352,GBR,Common Standards Monitoring,2013,Not Reported,18,Oss Mere,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4418,140108,GBR,Common Standards Monitoring,2013,Not Reported,18,Caldon Dales,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4419,140877,GBR,Common Standards Monitoring,2013,Not Reported,18,River Stour Flood Plain,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4420,140372,GBR,Common Standards Monitoring,2013,Not Reported,18,Earl's Hill & Habberley Valley,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4421,170000,GBR,Common Standards Monitoring,2013,Not Reported,18,Monk Wood,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4422,137062,GBR,Common Standards Monitoring,2013,Not Reported,18,Monkwood Green,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4423,140885,GBR,Common Standards Monitoring,2013,Not Reported,18,Hill Houses & Crumpsbrook Meadows,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4424,140153,GBR,Common Standards Monitoring,2013,Not Reported,18,Pasturefields Salt Marsh,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4425,140247,GBR,Common Standards Monitoring,2013,Not Reported,18,Long Mynd,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4426,140272,GBR,Common Standards Monitoring,2013,Not Reported,18,Spy Wood & Aldress Dingle (England),Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4427,140531,GBR,Common Standards Monitoring,2013,Not Reported,18,Teme Bank,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4428,136758,GBR,Common Standards Monitoring,2013,Not Reported,18,Castle Lime Works Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4429,140313,GBR,Common Standards Monitoring,2013,Not Reported,18,"Marton Pool, Chirbury",Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4430,140326,GBR,Common Standards Monitoring,2013,Not Reported,18,Meadowtown Quarry,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4431,140337,GBR,Common Standards Monitoring,2013,Not Reported,18,Onny River Section,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4432,137164,GBR,Common Standards Monitoring,2013,Not Reported,18,Irchester Old Lodge Pit,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4433,140377,GBR,Common Standards Monitoring,2013,Not Reported,18,Prees Branch Canal,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4434,140984,GBR,Common Standards Monitoring,2013,Not Reported,18,Holcroft Moss,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4435,137180,GBR,Common Standards Monitoring,2013,Not Reported,18,Stanton Pastures & Cuckoocliff Valley,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4436,140420,GBR,Common Standards Monitoring,2013,Not Reported,18,Sheinton Brook,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4437,140443,GBR,Common Standards Monitoring,2013,Not Reported,18,Shelve Church Section,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4438,137395,GBR,Common Standards Monitoring,2013,Not Reported,18,Tick Wood and Benthall Edge,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4439,137405,GBR,Common Standards Monitoring,2013,Not Reported,18,Titterstone Clee,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4440,183418,GBR,Common Standards Monitoring,2013,Not Reported,18,Black Mountains,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4441,137463,GBR,Common Standards Monitoring,2013,Not Reported,18,Wenlock Edge,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4442,140340,GBR,Common Standards Monitoring,2013,Not Reported,18,Wyre Forest,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
4443,137562,GBR,Common Standards Monitoring,2013,Not Reported,18,Abney & Bretton Cloughs,Site of Special Scientific Interest (UK),UK Common Standards Monitoring,Joint Nature Conservation Committee,2018,English,FALSE,FALSE
